Filename,Transcription,Slant,StrokeDirection,Curvature,Smoothness,Pressure,Handedness,classified_curvature
processed_w0026_s01_pLND_r01.jpeg,REPRESIDENTATION GENERAL ELECTION GENERAL ELECTION GENERAL ELECTOR SUI,1.253442685565778,20.52995391705069,0.7119325753543159,2.758734155398781,23.47851563,1,1
processed_w0027_s01_pLND_r01.jpeg,0 0000,0.4467323633745232,27.876106194690266,0.70690341,2.8692450120456443,33.30078125,1,1
processed_w0028_s01_pLND_r01.jpeg,0 0,-1.215231402,21.27794073025185,0.711531906,2.9409038448598936,38.515625,1,1
processed_w0030_s01_pLND_r01.jpeg,1953 American film director of the American American film,-0.236055316,25.57152188112345,0.7149474935073306,2.831556056316855,18.2421875,1,1
processed_w0031_s01_pLND_r01.jpeg,1961 02 28 28 October 1961 aged 30,0.1895889139087687,25.81836914924934,0.7068840590470762,2.834968340736607,26.38867188,1,1
processed_w0032_s01_pLND_r01.jpeg,1953 1955,-0.92835376,21.993468593663145,0.7139191823375417,2.8957601684820227,29.375,1,1
processed_w0033_s01_pLND_r01.jpeg,0 0,-0.683497348,23.21120689655172,0.7037967143518382,3.041207799170316,41.921875,1,1
processed_w0035_s01_pLND_r01.jpeg,0 2,-0.306077524,23.953859139079057,0.7063121287669344,2.9841264398510523,43.14453125,1,1
processed_w0036_s01_pLND_r01.jpeg,0 1,-1.085414949,18.46165076893128,0.7015016407515569,2.924869897677374,40.93164063,1,1
processed_w0038_s01_pLND_r01.jpeg,0 0,-6.200287768,21.32787674530573,0.6928455714180165,3.059762308757338,83.39648438,1,1
processed_w0040_s01_pLND_r01.jpeg,0 0,-0.780357684,20.08480034349506,0.7087767852949104,2.843384535944047,36.84179688,1,1
processed_w0041_s01_pLND_r01.jpeg,0 0000,-0.081901356,22.261782786885245,0.7033230545109875,2.929827253912832,45.53320313,1,1
processed_w0042_s01_pLND_r01.jpeg,Burden's life,-0.856659359,23.065349544072948,0.7105255289354515,2.966512607569416,40.234375,1,1
processed_w0043_s01_pLND_r01.jpeg,0 0,-2.172571519,21.813217586110333,0.7137858342424034,2.871428948244571,27.47265625,1,1
processed_w0049_s01_pLND_r01.jpeg,0 1,-1.042892938,22.10315339,0.7132279742320047,2.9301942846021696,29.00195313,1,1
processed_w0058_s01_pLND_r01.jpeg,1953 1956,0.3346379826199676,19.27738172391445,0.711245011,2.631395288779936,17.90820313,1,1
processed_w0061_s01_pLND_r01.jpeg,0 0000,0.1512199179946103,20.91984732824428,0.7128619796668011,2.8553819269669014,30.65429688,1,1
processed_w0062_s01_pLND_r01.jpeg,0 0 0 0 0 0,1.030151506,27.67826351556953,0.7040131254517333,3.0361015120557973,78.7109375,1,1
processed_w0063_s01_pLND_r01.jpeg,0 0,-1.132761587,17.883306320907618,0.7154252149357502,2.742994557254306,23.51757813,1,1
processed_w0064_s01_pLND_r01.jpeg,0 0,0.2179599430797743,21.01807413458593,0.7104250858495841,2.892129661161408,36.66210938,1,1
processed_w0066_s01_pLND_r01.jpeg,1952 53,1.1504398882238998,25.209784270426365,0.7043776888414087,2.784615239437437,44.05273438,1,1
processed_w0069_s01_pLND_r01.jpeg,0 0,1.9570512156653173,18.05018389,0.7120388537071816,2.826379862031026,32.2109375,1,1
processed_w0070_s01_pLND_r01.jpeg,0 0,0.3577221504572108,19.95121207501144,0.7113972277026356,2.820159278901486,25.4765625,1,1
processed_w0071_s01_pLND_r01.jpeg,0 0,0.4365193809075429,18.92498258879713,0.7106101427906254,2.954826366067657,39.8671875,1,1
processed_w0073_s01_pLND_r01.jpeg,0 2,-0.158417789,20.75832410797922,0.706349653,3.057705523408872,49.20507813,1,1
processed_w0074_s01_pLND_r01.jpeg,0 0,0.7942035840019568,18.54540607783899,0.7100150097606027,2.7874603113959173,22.29101563,1,1
processed_w0075_s01_pLND_r01.jpeg,0 0,-1.908250284,17.408981495411464,0.7023123030306878,3.0585409747408465,54.12695313,1,1
